job_title,company,candidate_job_title,candidate_min_exp,candidate_max_exp,match_score
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,6,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Frontend Developer,3,9,1
Site Reliability Engineer,Tinybird,Frontend Developer,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,2
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,9,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,0,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,2,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,7,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,2,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,1,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,6,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,2,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,6,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,9,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,2
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,6,1
Site Reliability Engineer,Tinybird,Data Scientist,2,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,DevOps Engineer,2,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,9,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,2,1
Site Reliability Engineer,Tinybird,Data Scientist,4,4,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,DevOps Engineer,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,7,1
Site Reliability Engineer,Tinybird,Data Scientist,0,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,4,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,2,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,8,1
Site Reliability Engineer,Tinybird,Data Scientist,3,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,0,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,10,1
Site Reliability Engineer,Tinybird,Data Scientist,3,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,4,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,5,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,4,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,8,1
Site Reliability Engineer,Tinybird,Data Scientist,4,7,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,3,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Frontend Developer,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,2
Site Reliability Engineer,Tinybird,Data Scientist,2,5,1
Site Reliability Engineer,Tinybird,Data Scientist,4,9,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,4,3,1
Site Reliability Engineer,Tinybird,Data Scientist,1,9,1
Site Reliability Engineer,Tinybird,Data Scientist,4,7,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,7,1
Site Reliability Engineer,Tinybird,Data Scientist,3,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,6,1
Site Reliability Engineer,Tinybird,Data Scientist,3,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,7,1
Site Reliability Engineer,Tinybird,Data Scientist,4,8,1
Site Reliability Engineer,Tinybird,Data Scientist,2,2,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,0,6,1
Site Reliability Engineer,Tinybird,Data Scientist,1,2,1
Site Reliability Engineer,Tinybird,Data Scientist,5,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,3,1
Site Reliability Engineer,Tinybird,Data Scientist,0,9,1
Site Reliability Engineer,Tinybird,Data Scientist,1,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,5,1
Site Reliability Engineer,Tinybird,Data Scientist,3,4,1
Site Reliability Engineer,Tinybird,Data Scientist,5,10,1
Site Reliability Engineer,Tinybird,Data Scientist,2,10,1
Site Reliability Engineer,Tinybird,Data Scientist,0,5,1
Site Reliability Engineer,Tinybird,Data Scientist,2,7,1
Site Reliability Engineer,Tinybird,Data Scientist,1,8,1
Site Reliability Engineer,Tinybird,Data Scientist,0,3,1
Site Reliability Engineer,Tinybird,Data Scientist,3,5,1
Site Reliability Engineer,Tinybird,Data Scientist,0,10,1
Site Reliability Engineer,Tinybird,Data Scientist,5,8,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
Site Reliability Engineer,Tinybird,Data Scientist,2,6,1
Site Reliability Engineer,Tinybird,Data Scientist,5,3,1
Site Reliability Engineer,Tinybird,Data Scientist,2,4,1
Site Reliability Engineer,Tinybird,Data Scientist,2,3,1
Site Reliability Engineer,Tinybird,Data Scientist,5,4,1
Site Reliability Engineer,Tinybird,Data Scientist,1,4,1
